name,url,logo,categories,creation date,region,street,zip_code,city,address,lat,lon
SEAFAR,http://www.seafar.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/SEAFAR_squared.png,"Automotive, mobility & travel",2018.0,Flanders,Schaliënstraat 3,2000,Antwerpen,Schaliënstraat 3 2000 Antwerpen,51.2085103,4.3860697
SeeMe,http://seeme.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/SeeMe_squared.png,Image & video processing,2012.0,Flanders,Lindekensweg 3,1652,Beersel,Lindekensweg 3 1652 Beersel,50.749148,4.3523774
Senhive,http://senhive.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Senhive_squared.png,"Security, Cyber-Security",2019.0,Flanders,Kempische steenweg 293A / 23,3500,Hasselt,Kempische steenweg 293A / 23 3500 Hasselt,50.9548418,5.3501056
Sensifai,http://www.sensifai.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sensifai_squared.png,Image & video processing,2016.0,Brussels,Chaussée de Malines 455 / 1006,1950,Kraainem,Chaussée de Malines 455 / 1006 1950 Kraainem,50.8207881,4.4770616
Shavatar,http://www.shavatar.me/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Shavatar_squared.png,Retail & telecom,2019.0,Flanders,Hooiberghoeve 3,2390,Malle,Hooiberghoeve 3 2390 Malle,51.2890129,4.7270782
Showpad,http://www.showpad.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Showpad_squared.png,Sales & Marketing,2011.0,Flanders,Moutstraat 62,9000,Gent,Moutstraat 62 9000 Gent,51.0298927,3.7374305
Skalup,http://www.skalup.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-4_squared.png,Services,2015.0,Wallonia,Avenue Reine Astrid(NR) 16,5000,Namur,Avenue Reine Astrid(NR) 16 5000 Namur,50.4625944,4.8542994
Solventure Life,http://www.solventuregroup.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Solventure-Life_squared.png,"RPA, Internal Data & Intelligence",2017.0,Flanders,Sluisweg 1/18b,9000,Gent,Sluisweg 1/18b 9000 Gent,51.0131914,3.7348498
Sortlist,https://www.sortlist.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sortlist_squared.png,Sales & Marketing,2013.0,Wallonia,Avenue Zénobe Gramme 29,1300,Wavre,Avenue Zénobe Gramme 29 1300 Wavre,50.7335583,4.5792422
SoundTalks,http://www.soundtalks.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/SoundTalks_squared.png,"Agritech, Cleantech & energy",2011.0,Flanders,Interleuvenlaan 15C,3001,Leuven,Interleuvenlaan 15C 3001 Leuven,50.8475519,4.7315979
Sparkcentral,http://www.twitspark.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sparkcentral_squared.png,Sales & Marketing,2012.0,Flanders,Kempische steenweg 311 / 6.01,3500,Hasselt,Kempische steenweg 311 / 6.01 3500 Hasselt,,
Spott,http://www.appiness.mobi/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Spott_squared.png,Sales & Marketing,2014.0,Flanders,Frederik Lintsstraat 57,3000,Leuven,Frederik Lintsstraat 57 3000 Leuven,50.8715002,4.7068628
Strategic Water,http://strategicwater.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Strategic-Water_squared.png,"Agritech, Cleantech & energy",2017.0,Flanders,Nieuwbrugkaai 62,9000,Gent,Nieuwbrugkaai 62 9000 Gent,51.05536,3.7335347
Sumaqua,http://www.sumaqua.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sumaqua_squared.png,"Agritech, Cleantech & energy",2017.0,Flanders,Tiensesteenweg 28,3001,Leuven,Tiensesteenweg 28 3001 Leuven,50.8731896,4.715778
Sympl,https://sympl.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sympl_squared.png,HR & Skills,2016.0,Flanders,Broederminstraat 36D / 4.3,2018,Antwerpen,Broederminstraat 36D / 4.3 2018 Antwerpen,,
Techwolf,http://www.techwolf.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Techwolf_squared.png,HR & Skills,2018.0,Flanders,Overzet 14B,9000,Gent,Overzet 14B 9000 Gent,51.0517489,3.6990213
Textgain,http://www.textgain.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Textgain_squared.png,Speech & Text,2015.0,Flanders,Lodewijk Van Berckenlaan 180/2,2140,Antwerpen,Lodewijk Van Berckenlaan 180/2 2140 Antwerpen,51.1975757,4.4511824
The Kobi Company,http://thekobi.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/The-Kobi-Company_squared.png,"Agritech, Cleantech & energy",2015.0,Flanders,"irifune,1 -Chome 7-40",455-0032,Nagoya,"irifune,1 -Chome 7-40 455-0032 Nagoya",,
theMatchbox,http://thematchbox.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/theMatchbox_squared.png,HR & Skills,2015.0,Flanders,Grotehondstraat 44,2018,Antwerpen,Grotehondstraat 44 2018 Antwerpen,51.2057642,4.4290947
ThePickPath,http://thepickpath.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ThePickPath_squared.png,Industrial,2016.0,Wallonia,Place Arthur Maquet 2,4263,Braives,Place Arthur Maquet 2 4263 Braives,50.6389215,5.1746504
ThinkNext,http://www.thinknext.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ThinkNext_squared.png,Speech & Text,2011.0,Flanders,Minderbroedersstraat 17 / 2,3000,Leuven,Minderbroedersstraat 17 / 2 3000 Leuven,50.8775981,4.6926258
Trackuity,http://www.trackuity.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Trackuity_squared.png,Sales & Marketing,2014.0,Flanders,Ridderstraat 15A,9000,Gent,Ridderstraat 15A 9000 Gent,51.0548393,3.7292223
Tusk IC,http://www.tusk-ic.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Tusk-IC_squared.png,Industrial,2018.0,Flanders,Cuperusstraat 5,2018,Antwerpen,Cuperusstraat 5 2018 Antwerpen,51.2053374,4.426009
UgenTec,http://ugentec.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/UgenTec_squared.png,"RPA, Internal Data & Intelligence",2013.0,Flanders,Kempische steenweg 305 / 200,3500,Hasselt,Kempische steenweg 305 / 200 3500 Hasselt,50.9548418,5.3501056
Uman.ai,http://uman.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Uman_squared.png,"RPA, Internal Data & Intelligence",2019.0,Flanders,Kortrijksestwg.103Kl.Z.Jozefien. 271,9000,Gent,Kortrijksestwg.103Kl.Z.Jozefien. 271 9000 Gent,,
urbantz,http://www.urbantz.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/urbantz_squared.png,Industrial,2015.0,Brussels,Avenue Louise 251,1050,Ixelles,Avenue Louise 251 1050 Ixelles,,
Verbolia,http://verbolia.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Verbolia_squared.png,Sales & Marketing,2018.0,Wallonia,Rue Jean Burgers 2,7850,Enghien,Rue Jean Burgers 2 7850 Enghien,50.685181,4.0245716
ViBE,http://www.vibeinmotion.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ViBE_squared.png,Image & video processing,2013.0,Wallonia,Rue de la Résistance(WAU) 92 / A,7131,Binche,Rue de la Résistance(WAU) 92 / A 7131 Binche,,
WeGroup,http://www.wegroup.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/WeGroup_squared.png,Legal & FinTech,2017.0,Flanders,Ottergemsesteenweg-Zuid 808 / 372,9000,Gent,Ottergemsesteenweg-Zuid 808 / 372 9000 Gent,51.0152662,3.7321988
WeSmart,http://www.wesmart.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/WeSmart_squared.png,"Agritech, Cleantech & energy",2016.0,Brussels,Rue Dieudonné Lefèvre 17,1020,Bruxelles,Rue Dieudonné Lefèvre 17 1020 Bruxelles,50.8705127,4.3510053
Willow,http://www.contento.us/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Willow_squared.png,Sales & Marketing,2018.0,Flanders,Rue Grande 189,7020,Mons,Rue Grande 189 7020 Mons,50.493941,3.9821807
XenomatiX,http://www.xenomatix.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/XenomatiX_squared.png,"Automotive, mobility & travel",2013.0,Flanders,Romeinse straat 6,3001,Leuven,Romeinse straat 6 3001 Leuven,50.845957,4.7368638
Yagram Health,http://www.yagram.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Yagram-Health_squared.png,Healthcare & biotech,2014.0,Brussels,BOSWEG 37,4645 RB,PUTTE,BOSWEG 37 4645 RB PUTTE,51.3656851,4.3983109
Yazzoom,http://www.yazzoom.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Yazzoom_squared.png,Industrial,2011.0,Flanders,Moutstraat 88,9000,Gent,Moutstraat 88 9000 Gent,51.0303593,3.7379014
Yields,http://yields.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Yields_squared.png,Legal & FinTech,2017.0,Brussels,Oktrooiplein 1 / 201,9000,Gent,Oktrooiplein 1 / 201 9000 Gent,51.057535,3.7396435
Zensor,http://www.zensor.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Zensor_squared.png,Industrial,2013.0,Brussels,Rue des Pères Blancs 4,1040,Etterbeek,Rue des Pères Blancs 4 1040 Etterbeek,50.8265714,4.3998621
Acapela Group,https://www.acapela-group.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Acapela-Group_squared.png,Speech & Text,2003.0,Wallonia,Rue du Crossage 2 / A,7011,Mons,Rue du Crossage 2 / A 7011 Mons,50.4576473,3.915474
Acic,http://www.acic.eu/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Acic_squared.png,"Security, Cyber-Security",2003.0,Wallonia,Avenue Charles Woeste 67 / 5,1090,Jette,Avenue Charles Woeste 67 / 5 1090 Jette,50.8779599,4.3327283
ACM,https://www.acmonline.eu/login.php,https://community.ai4belgium.be/ai-landscape//landscape_logos/acm_squared.png,Legal & FinTech,2006.0,Wallonia,Rue de Voroux 53,4450,Juprelle,Rue de Voroux 53 4450 Juprelle,50.7118906,5.5321026
Actonomy,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwihua69rO7tAhWChtUKHb8DDx8YABAAGgJ3cw&ohost=www.google.com&cid=CAESQOD2wAaMm978LFJgSpSJVPPCWzil5ja8i25J7R6DaC48uyp9q5QQJf2MrcJeabi9ovIl7ijunPuaL4-fv_I2TsE&sig=AOD64_3nnSJs5bnAPLHiU0joRkn0cFavTA&q&adurl&ved=2ahUKEwj06qe9rO7tAhUN8BoKHZlFALkQ0Qx6BAgFEAE,https://community.ai4belgium.be/ai-landscape//landscape_logos/Actonomy_squared.png,HR & Skills,2001.0,Flanders,Lummense Kiezel 51,3510,Hasselt,Lummense Kiezel 51 3510 Hasselt,50.9530026,5.2423762
Aloxy,https://www.aloxy.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Aloxy_squared.png,Industrial,2017.0,Flanders,Sint-Pietersvliet 7,2000,Antwerpen,Sint-Pietersvliet 7 2000 Antwerpen,51.2256089,4.4008316
Amoobi,https://www.amoobi.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/amoobi_squared.png,Retail & telecom,2011.0,Wallonia,Rue de l'Industrie 20,1400,Nivelles,Rue de l'Industrie 20 1400 Nivelles,50.5864542,4.3552332
Ampacimon,http://www.ampacimon.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ampacimon_squared.png,"Agritech, Cleantech & energy",2010.0,Wallonia,Avenue Alfred Deponthière 40,4431,Ans,Avenue Alfred Deponthière 40 4431 Ans,,
Aptus,https://www.aptus.be/#,https://community.ai4belgium.be/ai-landscape//landscape_logos/1607861495571_squared.png,Services,2015.0,Flanders,Prins Boudewijnlaan 41,2650,Edegem,Prins Boudewijnlaan 41 2650 Edegem,51.1475776,4.4363272
Arinti,https://arinti.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/arinti-socialmedia_squared.png,Services,2017.0,Flanders,Veldkant 33 A,2550,Kontich,Veldkant 33 A 2550 Kontich,51.1424488,4.4427143
Arkite,https://arkite.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Arkite_squared.png,Industrial,2015.0,Flanders,C-Mine 12,3600,Genk,C-Mine 12 3600 Genk,50.9827077,5.4920445
Asylia Diagnostics,https://www.asyliadx.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Asylia-Diagnostics_squared.png,Healthcare & biotech,2016.0,Flanders,Philipssite 5 / 1,3001,Leuven,Philipssite 5 / 1 3001 Leuven,50.8676476,4.7118751
Azumuta,https://www.azumuta.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Azumuta_squared.png,Industrial,2013.0,Flanders,Schuttershof 24,9051,Gent,Schuttershof 24 9051 Gent,51.0177744,3.6606328
B12 Consulting,https://www.b12-consulting.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/b12-consulting_squared.png,Services,2012.0,Wallonia,Boucle Odon Godart 2,1348,Ottignies-Louvain-la-Neuve,Boucle Odon Godart 2 1348 Ottignies-Louvain-la-Neuve,50.6608676,4.6195129
BioLizard,https://lizard.bio/,https://community.ai4belgium.be/ai-landscape//landscape_logos/BioLizard_squared.png,Healthcare & biotech,2018.0,Flanders,Ottergemsesteenweg-Zuid 808 / B511,9000,Gent,Ottergemsesteenweg-Zuid 808 / B511 9000 Gent,51.0160755,3.7325263
Brainstorm Consulting,https://www.bstorm.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-final2_squared.png,Services,2014.0,Wallonia,Rue du Bosquet 7,1348,Ottignies-Louvain-la-Neuve,Rue du Bosquet 7 1348 Ottignies-Louvain-la-Neuve,50.660695,4.6326635
byNubian,https://www.bynubian.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/byNubian_squared.png,"Agritech, Cleantech & energy",2015.0,Flanders,Elyzeese Velden 6,9000,Gent,Elyzeese Velden 6 9000 Gent,51.0612376,3.7053577
Calculus,https://www.calculus.group/?lang=fr,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-2_squared.png,Services,2017.0,Flanders,Kernenergiestraat 19 /1,2610,Antwerpen,Kernenergiestraat 19 /1 2610 Antwerpen,51.1577328,4.3862575
Co-libry,https://co-libry.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Co-libry_squared.png,Sales & Marketing,2016.0,Flanders,Rue de Nivelles 14,1300,Wavre,Rue de Nivelles 14 1300 Wavre,50.7157342,4.6084652
Comexis Partners,https://comexis.net/,https://community.ai4belgium.be/ai-landscape//landscape_logos/telechargement_squared.png,Services,1999.0,Wallonia,Uitbreidingstraat 84,2600,Antwerpen,Uitbreidingstraat 84 2600 Antwerpen,51.1926131,4.4180871
Conversation Starter,https://www.conversationstarter.net/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Conversation-Starter_squared.png,HR & Skills,2015.0,Flanders,Molenbergstraat 10 / 25,2000,Antwerpen,Molenbergstraat 10 / 25 2000 Antwerpen,51.220353,4.4154416
Creative Therapy,https://www.mycreativetherapy.com/#pll_switcher,https://community.ai4belgium.be/ai-landscape//landscape_logos/Creative-Therapy_squared.png,Healthcare & biotech,2019.0,Flanders,Derbystraat 361,9051,Gent,Derbystraat 361 9051 Gent,51.0232764,3.6971631
Creax,https://creax.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-3_squared.png,Services,2000.0,Flanders,Heerbaan 43,2530,Boechout,Heerbaan 43 2530 Boechout,51.1642367,4.5033749
CrossLang,http://www.crosslang.com/en,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-4_squared.png,Services,2002.0,Flanders,Route du Condroz 492 / A,4031,Liège,Route du Condroz 492 / A 4031 Liège,50.5915576,5.5710334
Crunch Analytics,https://www.crunchanalytics.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/crunch_squared.png,"RPA, Internal Data & Intelligence",2016.0,Flanders,Rodelijvekensstraat 28 / //2,9000,Gent,Rodelijvekensstraat 28 / //2 9000 Gent,51.0601833,3.7247206
Dapesco,https://www.dapesco.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dapesco_squared.png,"Agritech, Cleantech & energy",2002.0,Wallonia,Granbonpré 4,1348,Ottignies-Louvain-la-Neuve,Granbonpré 4 1348 Ottignies-Louvain-la-Neuve,50.66389,4.6387666
DART Consulting,http://dartconsult.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dart-logosignature-gris70-150px_squared.png,Services,2014.0,Brussels,Rue Modeste Rigo(POU) 22,4350,Remicourt,Rue Modeste Rigo(POU) 22 4350 Remicourt,,
Data Factory,https://www.datafactory.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/5e2035af70ac8acc34661129_logo-datafactory_squared.png,Services,2018.0,Brussels,Königsallee 178,44799,Bochum,Königsallee 178 44799 Bochum,51.458214,7.2233895
DEO,https://deo.care/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Data-driven-Efficency-for-the-Operating-Room-DEO_squared.png,Healthcare & biotech,2018.0,Flanders,Bisschoppenhoflaan 1,2100,Antwerpen,Bisschoppenhoflaan 1 2100 Antwerpen,51.2299009,4.4436166
Decis,https://www.decis.be/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Capture_squared.png,Services,2007.0,Wallonia,Avenue Georges Marchal 18,1330,Rixensart,Avenue Georges Marchal 18 1330 Rixensart,50.7128977,4.5291466
D-Sight,http://www.d-sight.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-1_squared.png,Services,2010.0,Brussels,Avenue Maurice 1 / 3,1050,Ixelles,Avenue Maurice 1 / 3 1050 Ixelles,50.8164593,4.3801495
Deltaray,https://deltaray.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Deltaray_squared.png,Industrial,2019.0,Flanders,Centrum-Zuid11,3530,Houthalen-Helchteren,Centrum-Zuid11 3530 Houthalen-Helchteren,,
DeltaTec,https://www.deltatec.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-2_squared.png,Services,1986.0,Wallonia,Rue Gilles Magnée 92,4430,Ans,Rue Gilles Magnée 92 4430 Ans,50.6600558,5.5311281
Depthen,https://www.depthen.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Depthen_squared.png,Image & video processing,2018.0,Wallonia,Boulevard Dolez 31,7000,Mons,Boulevard Dolez 31 7000 Mons,50.4515563,3.9590449
Dice,https://www.dice-cro.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dice-Data-Investigation-Company-Europe_squared.png,"RPA, Internal Data & Intelligence",1989.0,Flanders,Geldmunt 59,9000,Gent,Geldmunt 59 9000 Gent,51.0585449,3.7210071
Docbyte,https://www.docbyte.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Docbyte_squared.png,Legal & FinTech,2006.0,Flanders,Kortrijksesteenweg44B,9051,Gent,Kortrijksesteenweg44B 9051 Gent,,
Dual Lab,https://www.duallab.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dual-Lab_squared.png,"RPA, Internal Data & Intelligence",2008.0,Brussels,Avenue des Villas 56 / 1,1340,Ottignies-Louvain-la-Neuve,Avenue des Villas 56 / 1 1340 Ottignies-Louvain-la-Neuve,50.6727185,4.5666921
EarlyTracks,https://www.earlytracks.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/EarlyTracks_squared.png,Healthcare & biotech,2009.0,Brussels,Chaussée Saint-Pierre 260,1040,Etterbeek,Chaussée Saint-Pierre 260 1040 Etterbeek,50.8375856,4.3938895
EASICS,https://www.easics.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/EASICS_squared.png,"Hardware, Edge, Drone & geolocation",1991.0,Flanders,Diestsevest 32 / 2B,3000,Leuven,Diestsevest 32 / 2B 3000 Leuven,50.8836411,4.712402
Ectosense,https://www.ectosense.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ectosense_squared.png,Healthcare & biotech,2015.0,Flanders,Avenue Herrmann-Debroux 54,1160,Auderghem,Avenue Herrmann-Debroux 54 1160 Auderghem,50.8137354,4.4339224
EMDYN,https://www.emdyn.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/EMDYN_squared.png,"Security, Cyber-Security",2008.0,Flanders,Gaston Crommenlaan 8,9050,Gent,Gaston Crommenlaan 8 9050 Gent,51.0366085,3.7346267
Engiforce,http://www.engiforce.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Engiforce_logo_Home_Page_squared.png,Services,2011.0,Wallonia,allée Arthur Masson,1400,Nivelles,allée Arthur Masson 1400 Nivelles,50.6048058,4.3183852
Entelec Control Systems,https://www.entelec.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Entelec-Control-Systems_squared.png,"Security, Cyber-Security",1992.0,Flanders,Wetenschapspark 25,3590,Diepenbeek,Wetenschapspark 25 3590 Diepenbeek,50.9298835,5.3963103
Epihunter,https://www.epihunter.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Epihunter_squared.png,Healthcare & biotech,2017.0,Flanders,Kempische steenweg 303 / 200,3500,Hasselt,Kempische steenweg 303 / 200 3500 Hasselt,50.9560555,5.350412
eXia,https://www.exia.eu/site/,https://community.ai4belgium.be/ai-landscape//landscape_logos/eXia_squared.png,"Automotive, mobility & travel",2013.0,Brussels,Rue de l'Ancienne Gare 2 / B,1380,Lasne,Rue de l'Ancienne Gare 2 / B 1380 Lasne,50.6868803,4.4821874
Faktion,https://www.faktion.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-5_squared.png,Services,2016.0,Flanders,Oudeleeuwenrui 39,2000,Antwerpen,Oudeleeuwenrui 39 2000 Antwerpen,51.2275779,4.4086693
FluidDA,https://www.fluidda.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/FluidDA_squared.png,Healthcare & biotech,2005.0,Flanders,Groeningenlei 132,2550,Kontich,Groeningenlei 132 2550 Kontich,51.1434773,4.4124547
Foodpairing,https://www.foodpairing.com/fr/home,https://community.ai4belgium.be/ai-landscape//landscape_logos/Foodpairing_squared.png,"Agritech, Cleantech & energy",2009.0,Flanders,Oktrooiplein 1 / 401,9000,Gent,Oktrooiplein 1 / 401 9000 Gent,51.0575531,3.7393751
Gabi Smartcare,https://gabismartcare.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Gabi-Smartcare_squared.png,Healthcare & biotech,2017.0,Wallonia,Rue Emile Francqui 6,1435,Mont-Saint-Guibert,Rue Emile Francqui 6 1435 Mont-Saint-Guibert,50.6588883,4.6226939
Genae,https://www.genae.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Genae_squared.png,Healthcare & biotech,2005.0,Flanders,Berchemstadionstraat 78,2600,Antwerpen,Berchemstadionstraat 78 2600 Antwerpen,51.1893501,4.4395756
HeartKinetics,https://heartkinetics.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/HeartKinetics_squared.png,Healthcare & biotech,2019.0,Wallonia,Rue Auguste Piccard 48,6041,Charleroi,Rue Auguste Piccard 48 6041 Charleroi,50.4706078,4.4619438
Hippocreates,http://www.hippocreates.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Hippocreates_squared.png,Healthcare & biotech,2020.0,Flanders,Rue du Baillois 1,1330,Rixensart,Rue du Baillois 1 1330 Rixensart,50.7104856,4.507489
Horus Software,https://horussoftware.be/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Horus-Software_squared.png,Legal & FinTech,2016.0,Wallonia,Rue Hazette 42,4053,Chaudfontaine,Rue Hazette 42 4053 Chaudfontaine,50.5844864,5.6074232
Hovertone,https://www.hovertone.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Hovertone_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2015.0,Wallonia,Rue de la Terre du Prince 17,7000,Mons,Rue de la Terre du Prince 17 7000 Mons,50.4517982,3.9485054
i.Deeds,https://www.ideeds.be/en,https://community.ai4belgium.be/ai-landscape//landscape_logos/ideeds_squared.png,"RPA, Internal Data & Intelligence",1990.0,Flanders,Kortrijksesteenweg 88,9830,Sint-Martens-Latem,Kortrijksesteenweg 88 9830 Sint-Martens-Latem,51.012462,3.6407978
IBA,https://iba-worldwide.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/IBA_squared.png,Healthcare & biotech,1986.0,Wallonia,Wakkensesteenweg(Oes) 53,8720,Dentergem,Wakkensesteenweg(Oes) 53 8720 Dentergem,,
i-Care,https://www.icareweb.com/fr-be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/i-Care_squared.png,Industrial,2004.0,Wallonia,Beekakkersstraat 45,2340,Beerse,Beekakkersstraat 45 2340 Beerse,51.3230754,4.8458174
Ingestic,https://www.ingestic.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-ingestic_squared.png,Services,2011.0,Wallonia,Rue Duc d'Arenberg 48,1430,Rebecq,Rue Duc d'Arenberg 48 1430 Rebecq,50.6871616,4.1189585
Inimco,https://inimco.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/inimco_squared.png,Industrial,2016.0,Flanders,Hoogkamerstraat 304,9140,Temse,Hoogkamerstraat 304 9140 Temse,51.1377673,4.185128
Innovation Sprint,https://innovationsprint.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Innovation-Sprint_squared.png,Healthcare & biotech,2016.0,Brussels,Clos Chapelle-aux-Champs 30 / 1.30.30,1200,Woluwe-Saint-Lambert,Clos Chapelle-aux-Champs 30 / 1.30.30 1200 Woluwe-Saint-Lambert,,
Instaon,https://instaon.io/fr,https://community.ai4belgium.be/ai-landscape//landscape_logos/instaon_squared.png,Sales & Marketing,2018.0,Brussels,Chaussée de Huy 368,1325,Chaumont-Gistoux,Chaussée de Huy 368 1325 Chaumont-Gistoux,50.6709005,4.7273565
Intermodalics,https://www.intermodalics.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Intermodalics_squared.png,"Hardware, Edge, Drone & geolocation",2010.0,Flanders,Ambachtenlaan 54,3001,Leuven,Ambachtenlaan 54 3001 Leuven,50.8484242,4.718496
IP Metro,https://ipmetro.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/IP-Metro_squared.png,"Security, Cyber-Security",2013.0,Flanders,Rue de la Colonne 1A,1080,Molenbeek-Saint-Jean,Rue de la Colonne 1A 1080 Molenbeek-Saint-Jean,50.8532503,4.3364047
IPBuilding,https://www.ipbuilding.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/IPBuilding_squared.png,"Agritech, Cleantech & energy",2012.0,Flanders,Ninovesteenweg 196,9320,Aalst,Ninovesteenweg 196 9320 Aalst,50.9156416,4.0447604
I-Pulses,https://www.i-pulses.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-3_squared.png,Services,2018.0,Wallonia,Esplanade De Cuyper-Beniest 5 / 2119,4671,Blégny,Esplanade De Cuyper-Beniest 5 / 2119 4671 Blégny,50.6533587,5.6772227
Iris,https://irisprosolutions.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Iris_squared.png,Speech & Text,1992.0,Flanders,Markt 66/68/70,9800,Deinze,Markt 66/68/70 9800 Deinze,50.9838086,3.5269214
Ittention,https://www.ittention.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ittention_squared.png,Sales & Marketing,2016.0,Wallonia,Boulevard Dolez 31,7000,Mons,Boulevard Dolez 31 7000 Mons,50.4515563,3.9590449
Ixor,https://ixor.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/1519867848153_squared.png,Services,2002.0,Flanders,Schuttersvest 75,2800,Mechelen,Schuttersvest 75 2800 Mechelen,51.0208146,4.4817498
